R 24 13 32 277643 84761 421664971 108 57 269150
R 24 13 64 247686 84761 421664971 108 57 269150
R 24 13 128 220271 84761 421664971 108 57 269150
R 24 13 256 170626 84761 421664971 108 57 269150
R 24 13 512 146684 84761 421664971 108 57 269150
R 24 13 1024 120594 84761 421664971 108 57 269150
R 24 14 1 326797 85013 421974374 108 57 269150
R 24 14 2 326268 84940 421894212 108 57 269150
R 24 14 4 324855 84940 421894212 108 57 269150
R 24 14 8 323224 84940 421894212 108 57 269150
R 24 14 16 322670 84940 421894212 108 57 269150
R 24 14 32 321824 84940 421894212 108 57 269150
R 24 14 64 315160 84772 421681244 108 57 269150
R 24 14 128 302366 84766 421670461 108 57 269150
R 24 14 256 266632 84766 421670461 108 57 269150
R 24 14 512 220964 84766 421670461 108 57 269150
R 24 14 1024 188921 84766 421670461 108 57 269150
G 23 1030796869638 0 2 0 0 8500005 8575221 61903 73343 25585 61903 73343 25585 63869 74896 26715 64019 75000 27101
G 23 1030796869638 1 16 0 0 8465389 17703875 61085 73343 25585 63582 78525 28525 62209 72950 25647 64151 79269 28130
G 23 1030796869638 2 1305 0 0 8394594 14580740 61159 73343 25573 65476 78987 28528 61447 73316 25612 65808 78770 28525
G 23 1099516346374 0 1 0 0 8543033 8543033 64536 76566 25811 64536 76566 25811 66671 76104 27753 66671 76104 27753
G 23 1099516346374 1 14 0 0 9271486 10279366 66229 78327 25668 66302 78476 25679 66671 75995 27660 66913 76104 27756
G 23 1099516346374 2 29 0 0 8389022 12197812 65259 75411 27998 65489 75556 28473 65823 77146 25743 66235 77660 25791
G 23 1099517132806 0 69 0 0 8437853 9123185 67445 86112 27806 68081 89578 28218 70049 87474 27308 70204 87664 27524
G 23 1099517132806 1 10 0 0 8404618 16662308 65292 88018 25225 68138 91370 28182 66448 87583 24909 70102 91892 27459
G 23 1168235298822 0 2930 0 0 8390837 50674753 66753 63743 24956 72709 70529 28509 71040 64528 25775 74508 70424 28399
G 23 1168235298822 1 1174 0 0 8390833 49342074 67659 63320 24978 71715 70522 28457 69687 62800 25188 73199 70461 28338
G 23 1168235298822 2 377 0 0 8389814 16152174 68955 66443 25612 71161 70405 28357 70265 64712 25664 72599 70461 28309
G 23 1168235823110 0 2658 1168 1418446 8400638 24530097 70866 73819 26294 71771 75649 28258 73851 74167 25982 75805 75635 28170
G 23 1168235823110 1 15 0 0 9212554 12820294 71724 75512 27865 71753 75646 28257 72608 73032 25886 73543 77977 25957
G 23 1168235823110 2 85 0 0 8433073 11027634 71214 75512 25838 71744 77581 28264 71443 73665 25846 73812 77763 28264
G 23 1168236609542 0 1976 1789 3837584 8392645 57730454 70049 87474 26232 71588 90385 27977 73048 86345 25324 77389 91051 28170
G 23 1168236609542 1 10 0 0 9308838 12757226 71464 90003 27356 71563 90662 27823 71690 87522 25413 72630 88392 25463
G 23 1168236609542 2 1576 0 0 8390072 14380014 70923 89765 27281 71818 91095 27991 71617 87604 25315 74028 90206 25463
G 23 1168236871686 0 2390 4 4143 8389121 32583746 71037 90003 25668 72106 94907 28160 73292 89717 25050 76386 94326 28204
G 23 1168236871686 1 203 0 0 9150550 10938773 71477 91687 26806 71975 94888 27335 72972 89472 25068 73756 93060 25349
G 23 1168236871686 2 1247 0 0 8396549 15280489 71323 90003 26849 72089 94865 28093 72918 89148 25053 74491 93313 25390
G 23 1236955037702 0 8616 2994 3775037 8388610 36208371 74287 68545 26268 76174 74356 28160 78494 72626 26437 78958 73064 28154
G 23 1236955037702 1 1066 430 494123 9769846 46257816 71746 66806 25975 75528 71779 28236 74287 69427 27051 78969 74398 28170
G 23 1236955037702 2 4 0 0 8445646 8510141 75030 72186 26077 75110 72218 26080 75465 74190 28170 75465 74190 28170
G 23 1236955299846 0 421 267 344689 17044754 20885315 71659 75512 26504 71771 75649 28257 75685 74319 26423 75837 74501 28029
G 23 1236955299846 1 174 174 884274 24273539 25859851 75791 74206 27699 76093 74508 28025 78840 78368 27056 78870 78409 27070
G 23 1236955824134 0 67 0 0 8435300 10197330 75748 82485 25610 75998 83228 25653 78065 81283 26899 78173 81376 26956
G 23 1236955824134 1 444 20 68224 8756105 28351764 76454 83549 25537 77576 86540 27222 78065 81283 26899 78207 81376 26964
G 23 1236956086278 0 6705 5607 8622010 8553526 58749274 70066 87474 25407 75851 92367 28160 76789 86483 26450 78051 90932 28124
G 23 1236956086278 1 1192 1 2480 8398586 55336326 71821 86965 25484 77745 92367 27968 76386 86743 25487 78686 91432 27968
G 23 1236956086278 2 4380 0 0 8388984 13117133 75010 86972 25320 77751 90987 28170 76386 86482 25326 78521 91166 28170
